C; U
0,44052863436123957; 3,901754385964911
0,5726872246696111; 3,8701754385964904
0,704845814977979; 3,845614035087718
1,233480176211458; 3,817543859649122
1,7621145374449405; 3,796491228070175
2,2907488986784195; 3,7754385964912274
2,819383259911902; 3,75438596491228
3,6123348017621204; 3,7333333333333325
4,405286343612342; 3,7263157894736834
5,198237885462561; 3,719298245614034
5,726872246696043; 3,705263157894736
6,519823788546262; 3,6912280701754376
7,312775330396477; 3,6771929824561393
8,370044052863442; 3,663157894736841
9,691629955947143; 3,6491228070175428
10,7488986784141; 3,6421052631578936
11,806167400881058; 3,6280701754385953
12,863436123348023; 3,6280701754385953
14,185022026431724; 3,6210526315789466
14,977973568281946; 3,607017543859648
16,035242290748904; 3,607017543859648
16,563876651982383; 3,5999999999999996
17,62114537444934; 3,585964912280701
18,678414096916306; 3,571929824561403
19,735682819383264; 3,571929824561403
20,79295154185023; 3,5578947368421048
21,321585903083708; 3,5578947368421048
22,907488986784145; 3,5578947368421048
22,378854625550666; 3,5578947368421048
23,96475770925111; 3,5438596491228065
25,022026431718068; 3,5368421052631573
26,079295154185026; 3,529824561403508
26,607929515418512; 3,529824561403508
27,66519823788547; 3,51578947368421
28,19383259911895; 3,51578947368421
28,986784140969164; 3,51578947368421
29,779735682819393; 3,5017543859649116
30,30837004405287; 3,5017543859649116
31,101321585903086; 3,5017543859649116
31,894273127753316; 3,5017543859649116
32,95154185022027; 3,4877192982456133
34,00881057268723; 3,4877192982456133
35,066079295154196; 3,4877192982456133
36,123348017621154; 3,473684210526315
37,18061674008811; 3,473684210526315
37,973568281938334; 3,459649122807017
39,03083700440529; 3,459649122807017
40,08810572687225; 3,4526315789473676
41,14537444933921; 3,4526315789473676
41,93832599118942; 3,4456140350877185
42,995594713656395; 3,4456140350877185
43,52422907488987; 3,4315789473684206
44,581497797356825; 3,4315789473684206
45,6387665198238; 3,4315789473684206
46,696035242290755; 3,4315789473684206
47,48898678414097; 3,417543859649122
48,81057268722467; 3,417543859649122
49,86784140969163; 3,417543859649122
51,189427312775344; 3,4105263157894727
52,2466960352423; 3,4105263157894727
53,039647577092516; 3,4105263157894727
54,096916299559474; 3,4105263157894727
54,62555066079296; 3,396491228070175
55,418502202643175; 3,396491228070175
56,211453744493404; 3,396491228070175
57,26872246696036; 3,3894736842105258
58,32599118942732; 3,3894736842105258
59,64757709251102; 3,3754385964912275
60,440528634361236; 3,3754385964912275
61,23348017621145; 3,3754385964912275
62,29074889867842; 3,3754385964912275
63,34801762114538; 3,3684210526315783
64,14096916299559; 3,3684210526315783
65,19823788546256; 3,361403508771929
66,2555066079295; 3,35438596491228
67,31277533039648; 3,35438596491228
68,37004405286345; 3,3473684210526313
69,42731277533039; 3,3473684210526313
70,48458149779736; 3,3473684210526313
71,54185022026431; 3,3333333333333326
72,33480176211455; 3,3333333333333326
73,12775330396477; 3,3192982456140347
73,92070484581498; 3,3192982456140347
74,7136563876652; 3,3192982456140347
75,50660792951544; 3,305263157894736
76,56387665198238; 3,305263157894736
77,3568281938326; 3,298245614035087
78,41409691629957; 3,298245614035087
79,20704845814979; 3,284210526315789
80; 3,27719298245614
81,05726872246697; 3,27719298245614
81,85022026431719; 3,2631578947368416
82,6431718061674; 3,2631578947368416
83,70044052863437; 3,2491228070175433
84,49339207048459; 3,235087719298245
85,55066079295156; 3,228070175438596
86,87224669603526; 3,214035087719298
87,9295154185022; 3,19298245614035
88,98678414096918; 3,1789473684210523
90,04405286343615; 3,1508771929824557
91,1013215859031; 3,122807017543859
90,57268722466961; 3,1368421052631574
89,51541850220264; 3,164912280701754
87,66519823788548; 3,207017543859649
91,89427312775331; 3,094736842105263
92,68722466960352; 3,0666666666666664
93,21585903083701; 3,03859649122807
93,7444933920705; 3,003508771929824
93,48017621145374; 3,017543859649123
92,4229074889868; 3,0807017543859643
91,62995594713658; 3,108771929824561
